EventID,Start Date,End Date,Peak Flood Level (m),Peak FL Date,Num Peak FL,Peak Discharge Q (cumec),Peak Discharge Date,Flood Volume (cumec),Event Duration (days),Time to Peak (days),Recession Time (day),Flood Type
INDOFLOODS-gauge-1095-2,08-08-2011,09-08-2011,39.39,08-08-2011,1,,,,2,1,2,Flood
INDOFLOODS-gauge-1095-3,05-07-2012,05-07-2012,52.2,05-07-2012,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1095-4,08-07-2012,08-07-2012,42,08-07-2012,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1095-5,15-07-2012,15-07-2012,43.8,15-07-2012,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1095-6,12-08-2012,12-08-2012,103.4,12-08-2012,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1095-7,14-08-2012,14-08-2012,82.4,14-08-2012,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1095-8,03-10-2012,03-10-2012,79.4,03-10-2012,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1095-9,15-10-2013,15-10-2013,38.8,15-10-2013,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1095-10,03-08-2015,03-08-2015,39.2,03-08-2015,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1100-1,26-10-2010,26-10-2010,14.32,26-10-2010,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1100-2,10-08-2011,20-08-2011,13.62,13-08-2011,1,,,,11,4,8,Flood
INDOFLOODS-gauge-1100-3,28-08-2011,28-08-2011,21.06,28-08-2011,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1100-4,28-07-2015,10-08-2015,14.85,05-08-2015,1,,,,14,9,6,Severe Flood
INDOFLOODS-gauge-1100-5,09-09-2016,09-09-2016,13.25,09-09-2016,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1100-6,29-07-2017,29-07-2017,13.15,29-07-2017,1,,,,1,1,1,Flood
INDOFLOODS-gauge-130-1,04-09-1966,07-09-1966,544.4,06-09-1966,1,2940,06-09-1966,8567.94,4,3,2,Severe Flood
INDOFLOODS-gauge-130-2,29-06-1967,01-07-1967,542.76,01-07-1967,1,2165.43,01-07-1967,4911.49,3,3,1,Severe Flood
INDOFLOODS-gauge-130-3,26-07-1967,27-07-1967,539.59,27-07-1967,1,1074,27-07-1967,2110.13,2,2,1,Flood
INDOFLOODS-gauge-130-4,02-08-1967,05-08-1967,543.11,04-08-1967,1,2312.79,04-08-1967,7735.21,4,3,2,Severe Flood
INDOFLOODS-gauge-130-5,21-08-1967,21-08-1967,539.6,21-08-1967,1,1070,21-08-1967,1070,1,1,1,Flood
INDOFLOODS-gauge-130-6,29-08-1967,29-08-1967,540.01,29-08-1967,1,1238,29-08-1967,1238,1,1,1,Flood
INDOFLOODS-gauge-130-7,17-09-1967,17-09-1967,539.6,17-09-1967,1,1053.75,17-09-1967,1053.75,1,1,1,Flood
INDOFLOODS-gauge-130-8,14-09-1968,15-09-1968,541.51,15-09-1968,1,1784.86,15-09-1968,3351.05,2,2,1,Severe Flood
INDOFLOODS-gauge-130-9,04-10-1968,06-10-1968,541.53,05-10-1968,1,2314.57,05-10-1968,5648.31,3,2,2,Severe Flood
INDOFLOODS-gauge-130-10,28-07-1969,04-08-1969,544.34,30-07-1969,1,2889.37,30-07-1969,19087.84,8,3,6,Severe Flood
INDOFLOODS-gauge-130-11,08-09-1969,08-09-1969,539.72,08-09-1969,1,1185,08-09-1969,1185,1,1,1,Flood
INDOFLOODS-gauge-130-12,20-09-1969,21-09-1969,540.97,20-09-1969,1,1441,20-09-1969,2609,2,1,2,Severe Flood
INDOFLOODS-gauge-130-13,29-07-1970,29-07-1970,539.75,29-07-1970,1,1067.36,29-07-1970,1067.36,1,1,1,Flood
INDOFLOODS-gauge-130-14,17-08-1970,21-08-1970,540.8,20-08-1970,1,1254.1,20-08-1970,5628.46,5,4,2,Severe Flood
INDOFLOODS-gauge-130-15,27-08-1970,30-08-1970,542.29,29-08-1970,1,1985,29-08-1970,6177.5,4,3,2,Severe Flood
INDOFLOODS-gauge-130-16,05-09-1971,07-09-1971,540.98,06-09-1971,1,1283.6,06-09-1971,3712.4,3,2,2,Severe Flood
INDOFLOODS-gauge-130-17,05-07-1972,08-07-1972,542.27,07-07-1972,1,1835.39,07-07-1972,6360.79,4,3,2,Severe Flood
INDOFLOODS-gauge-130-18,12-09-1972,14-09-1972,542.55,13-09-1972,1,1924.3,13-09-1972,4979.3,3,2,2,Severe Flood
INDOFLOODS-gauge-130-19,24-09-1972,26-09-1972,540.79,25-09-1972,1,1473.1,25-09-1972,3957,3,2,2,Flood
INDOFLOODS-gauge-130-20,07-07-1973,10-07-1973,544.49,09-07-1973,1,2462.31,09-07-1973,7568.52,4,3,2,Severe Flood
INDOFLOODS-gauge-130-21,14-07-1973,16-07-1973,542.79,15-07-1973,1,1830,15-07-1973,4525.95,3,2,2,Severe Flood
INDOFLOODS-gauge-130-22,26-08-1973,27-08-1973,540.43,27-08-1973,1,1189.8,27-08-1973,2326.8,2,2,1,Flood
INDOFLOODS-gauge-130-23,28-06-1975,28-06-1975,540.38,28-06-1975,1,1297,28-06-1975,1297,1,1,1,Flood
INDOFLOODS-gauge-130-24,14-08-1975,15-08-1975,541.18,14-08-1975,1,1729.9,14-08-1975,3324.7,2,1,2,Severe Flood
INDOFLOODS-gauge-130-25,09-09-1975,11-09-1975,540.45,10-09-1975,1,1423.1,10-09-1975,3980.8,3,2,2,Flood
INDOFLOODS-gauge-130-26,20-07-1976,23-07-1976,543.19,22-07-1976,1,2499.1,22-07-1976,7844.9,4,3,2,Severe Flood
INDOFLOODS-gauge-130-27,02-08-1976,04-08-1976,541.06,04-08-1976,1,1718.8,03-08-1976,4553.79,3,3,1,Severe Flood
INDOFLOODS-gauge-130-28,28-08-1976,28-08-1976,539.98,28-08-1976,1,1260.8,28-08-1976,1260.8,1,1,1,Flood
INDOFLOODS-gauge-130-29,01-09-1976,04-09-1976,540.67,03-09-1976,1,1484.8,03-09-1976,5129.3,4,3,2,Flood
INDOFLOODS-gauge-130-30,05-07-1977,07-07-1977,540.46,06-07-1977,1,1481,06-07-1977,3842.94,3,2,2,Flood
INDOFLOODS-gauge-130-31,22-08-1977,27-08-1977,542.45,23-08-1977,1,2192,23-08-1977,9506,6,2,5,Severe Flood
INDOFLOODS-gauge-130-32,13-09-1977,16-09-1977,543.01,14-09-1977,1,2337,14-09-1977,7074.03,4,2,3,Severe Flood
INDOFLOODS-gauge-130-33,24-07-1978,24-07-1978,539.68,24-07-1978,1,1146,24-07-1978,1146,1,1,1,Flood
INDOFLOODS-gauge-130-34,14-08-1978,21-08-1978,544.33,17-08-1978,1,3175.34,17-08-1978,17851.88,8,4,5,Severe Flood
INDOFLOODS-gauge-130-35,24-08-1978,27-08-1978,540.83,26-08-1978,1,1547,26-08-1978,5333,4,3,2,Severe Flood
INDOFLOODS-gauge-130-36,29-08-1978,30-08-1978,539.85,29-08-1978,1,1172,29-08-1978,2221,2,1,2,Flood
INDOFLOODS-gauge-130-37,25-06-1979,27-06-1979,542.4,26-06-1979,1,2190.55,26-06-1979,5739.49,3,2,2,Severe Flood
INDOFLOODS-gauge-130-38,09-07-1979,10-07-1979,541.59,10-07-1979,1,1872.01,10-07-1979,3529.01,2,2,1,Severe Flood
INDOFLOODS-gauge-130-39,03-08-1979,04-08-1979,540.17,03-08-1979,1,1493,03-08-1979,2800,2,1,2,Flood
INDOFLOODS-gauge-130-40,09-08-1979,09-08-1979,540.06,09-08-1979,1,1387,09-08-1979,1387,1,1,1,Flood
INDOFLOODS-gauge-130-41,23-07-1980,24-07-1980,540.22,24-07-1980,1,1358,24-07-1980,2505.34,2,2,1,Flood
INDOFLOODS-gauge-130-42,26-07-1980,26-07-1980,540.33,26-07-1980,1,1386,26-07-1980,1386,1,1,1,Flood
INDOFLOODS-gauge-130-43,31-07-1980,31-07-1980,540,31-07-1980,1,1341,31-07-1980,1341,1,1,1,Flood
INDOFLOODS-gauge-130-44,18-09-1980,21-09-1980,542.06,20-09-1980,1,2032,19-09-1980,6717.64,4,3,2,Severe Flood
INDOFLOODS-gauge-130-45,09-08-1981,11-08-1981,542.24,10-08-1981,1,2365.7,10-08-1981,5690.49,3,2,2,Severe Flood
INDOFLOODS-gauge-130-46,13-08-1982,14-08-1982,540.65,14-08-1982,1,1468,14-08-1982,2916,2,2,1,Flood
INDOFLOODS-gauge-130-47,30-08-1982,30-08-1982,539.94,30-08-1982,1,1193,30-08-1982,1193,1,1,1,Flood
INDOFLOODS-gauge-130-48,26-06-1983,27-06-1983,540.65,27-06-1983,1,1336,27-06-1983,2502,2,2,1,Flood
INDOFLOODS-gauge-130-49,15-06-1984,15-06-1984,540.33,15-06-1984,1,1289.95,15-06-1984,1289.95,1,1,1,Flood
INDOFLOODS-gauge-130-50,01-08-1984,04-08-1984,543.07,03-08-1984,1,2261.59,03-08-1984,6454.59,4,3,2,Severe Flood
INDOFLOODS-gauge-130-51,08-08-1984,10-08-1984,541.35,09-08-1984,1,1751,09-08-1984,4620,3,2,2,Severe Flood
INDOFLOODS-gauge-130-52,05-07-1985,06-07-1985,539.85,06-07-1985,1,1268.27,06-07-1985,2489.72,2,2,1,Flood
INDOFLOODS-gauge-130-53,08-08-1985,08-08-1985,539.56,08-08-1985,1,1300.1,08-08-1985,1300.1,1,1,1,Flood
INDOFLOODS-gauge-130-54,17-08-1985,18-08-1985,540.34,18-08-1985,1,1590.8,18-08-1985,3160,2,2,1,Flood
INDOFLOODS-gauge-130-55,22-07-1986,23-07-1986,540.34,23-07-1986,1,1321.7,23-07-1986,2523.6,2,2,1,Flood
INDOFLOODS-gauge-130-56,14-08-1986,16-08-1986,544.55,15-08-1986,1,3109.41,15-08-1986,7213.03,3,2,2,Severe Flood
INDOFLOODS-gauge-130-57,20-08-1986,21-08-1986,540.03,20-08-1986,1,1344,20-08-1986,2597.9,2,1,2,Flood
INDOFLOODS-gauge-130-58,05-09-1987,05-09-1987,539.94,05-09-1987,1,1185.65,05-09-1987,1185.65,1,1,1,Flood
INDOFLOODS-gauge-130-59,28-08-1989,28-08-1989,539.58,28-08-1989,1,1124,28-08-1989,1124,1,1,1,Flood
INDOFLOODS-gauge-130-60,31-08-1989,31-08-1989,540.26,31-08-1989,1,1256,31-08-1989,1256,1,1,1,Flood
INDOFLOODS-gauge-130-61,24-07-1990,25-07-1990,540.65,25-07-1990,1,1450,25-07-1990,2851,2,2,1,Flood
INDOFLOODS-gauge-130-62,16-08-1990,17-08-1990,540.09,16-08-1990,1,1247,16-08-1990,2387,2,1,2,Flood
INDOFLOODS-gauge-130-63,22-08-1990,24-08-1990,541.34,23-08-1990,1,1794,23-08-1990,4526,3,2,2,Severe Flood
INDOFLOODS-gauge-130-64,29-08-1990,29-08-1990,540.04,29-08-1990,1,1262,29-08-1990,1262,1,1,1,Flood
INDOFLOODS-gauge-130-65,05-09-1990,06-09-1990,540.19,05-09-1990,1,1353,05-09-1990,2672,2,1,2,Flood
INDOFLOODS-gauge-130-66,13-09-1990,14-09-1990,540.12,13-09-1990,1,1325,13-09-1990,2520,2,1,2,Flood
INDOFLOODS-gauge-130-67,04-10-1990,08-10-1990,542.11,07-10-1990,1,2018.54,07-10-1990,8916.66,5,4,2,Severe Flood
INDOFLOODS-gauge-130-68,18-07-1991,19-07-1991,540.48,18-07-1991,1,1466,18-07-1991,2810,2,1,2,Flood
INDOFLOODS-gauge-130-69,30-07-1991,01-08-1991,542.85,31-07-1991,1,2406.53,31-07-1991,5640.53,3,2,2,Severe Flood
INDOFLOODS-gauge-130-70,08-08-1991,10-08-1991,540.17,09-08-1991,1,1307,09-08-1991,3620,3,2,2,Flood
INDOFLOODS-gauge-130-71,13-08-1991,14-08-1991,540,14-08-1991,1,1262,14-08-1991,2509,2,2,1,Flood
INDOFLOODS-gauge-130-72,16-08-1991,17-08-1991,540.17,16-08-1991,1,1352,16-08-1991,2652,2,1,2,Flood
INDOFLOODS-gauge-130-73,28-07-1992,31-07-1992,543.8,29-07-1992,1,2956.4,29-07-1992,9111.35,4,2,3,Severe Flood
INDOFLOODS-gauge-130-74,03-08-1992,03-08-1992,539.74,03-08-1992,1,1219,03-08-1992,1219,1,1,1,Flood
INDOFLOODS-gauge-130-75,15-08-1992,17-08-1992,540.68,16-08-1992,1,1522.83,16-08-1992,3751.83,3,2,2,Flood
INDOFLOODS-gauge-130-76,19-08-1992,21-08-1992,540.06,20-08-1992,1,1160,20-08-1992,3283.9,3,2,2,Flood
INDOFLOODS-gauge-130-77,02-09-1992,02-09-1992,540.84,02-09-1992,1,1572,02-09-1992,1572,1,1,1,Severe Flood
INDOFLOODS-gauge-130-78,08-09-1992,09-09-1992,540.15,08-09-1992,1,1314,09-09-1992,2616,2,1,2,Flood
INDOFLOODS-gauge-130-79,15-07-1993,17-07-1993,540.23,16-07-1993,1,1396.61,16-07-1993,3701.1,3,2,2,Flood
INDOFLOODS-gauge-130-80,11-07-1994,13-07-1994,541.23,12-07-1994,1,1586,12-07-1994,4229,3,2,2,Severe Flood
INDOFLOODS-gauge-130-81,11-08-1994,11-08-1994,539.73,11-08-1994,1,1109,11-08-1994,1109,1,1,1,Flood
INDOFLOODS-gauge-130-82,20-08-1994,20-08-1994,539.67,20-08-1994,1,1078,20-08-1994,1078,1,1,1,Flood
INDOFLOODS-gauge-130-83,30-08-1994,01-09-1994,541.88,31-08-1994,1,1844,31-08-1994,4745,3,2,2,Severe Flood
INDOFLOODS-gauge-130-84,05-09-1994,09-09-1994,544.03,06-09-1994,1,2674.53,06-09-1994,9917.14,5,2,4,Severe Flood
INDOFLOODS-gauge-130-85,22-07-1995,26-07-1995,541.94,25-07-1995,1,1857,25-07-1995,7365.01,5,4,2,Severe Flood
INDOFLOODS-gauge-130-86,01-09-1995,03-09-1995,542.79,02-09-1995,1,2089.07,02-09-1995,5406.07,3,2,2,Severe Flood
INDOFLOODS-gauge-130-87,21-07-1996,23-07-1996,540.31,22-07-1996,1,1190,22-07-1996,3397.09,3,2,2,Flood
INDOFLOODS-gauge-130-88,30-08-2000,02-09-2000,541.13,01-09-2000,1,1518.21,31-08-2000,4603.72,4,3,2,Severe Flood
INDOFLOODS-gauge-130-89,14-06-2001,15-06-2001,540.1,15-06-2001,1,1093.07,15-06-2001,2175.16,2,2,1,Flood
INDOFLOODS-gauge-130-90,08-07-2001,10-07-2001,540.92,09-07-2001,1,1494.99,09-07-2001,4053.39,3,2,2,Severe Flood
INDOFLOODS-gauge-130-91,20-08-2001,23-08-2001,542.79,21-08-2001,1,2114.81,21-08-2001,6699.95,4,2,3,Severe Flood
INDOFLOODS-gauge-130-92,24-08-2002,24-08-2002,540.75,24-08-2002,1,1511.3,24-08-2002,1511.3,1,1,1,Flood
INDOFLOODS-gauge-130-93,28-08-2003,30-08-2003,541.47,29-08-2003,1,1695.8,29-08-2003,4191.95,3,2,2,Severe Flood
INDOFLOODS-gauge-130-94,08-09-2003,08-09-2003,540.16,08-09-2003,1,1217.9,08-09-2003,1217.9,1,1,1,Flood
INDOFLOODS-gauge-130-95,08-10-2003,09-10-2003,541.09,08-10-2003,1,1630.26,08-10-2003,3215.96,2,1,2,Severe Flood
INDOFLOODS-gauge-130-96,14-06-2004,16-06-2004,541.4,15-06-2004,1,1640.54,15-06-2004,4266.99,3,2,2,Severe Flood
INDOFLOODS-gauge-130-97,21-08-2004,22-08-2004,540.81,22-08-2004,1,1257.67,22-08-2004,2238.31,2,2,1,Severe Flood
INDOFLOODS-gauge-130-98,13-09-2005,15-09-2005,540.71,14-09-2005,1,1469.67,14-09-2005,3533.13,3,2,2,Flood
INDOFLOODS-gauge-130-99,04-07-2006,06-07-2006,543.37,05-07-2006,1,2112.64,05-07-2006,5285.53,3,2,2,Severe Flood
INDOFLOODS-gauge-130-100,04-08-2006,05-08-2006,540.85,05-08-2006,1,1378.57,05-08-2006,2729.65,2,2,1,Severe Flood
INDOFLOODS-gauge-130-101,01-10-2006,02-10-2006,541.77,02-10-2006,1,1637.66,02-10-2006,3249.49,2,2,1,Severe Flood
INDOFLOODS-gauge-130-102,30-06-2007,01-07-2007,540.72,30-06-2007,1,1363.58,30-06-2007,2609.76,2,1,2,Flood
INDOFLOODS-gauge-130-103,07-08-2007,09-08-2007,541.99,08-08-2007,1,1736.88,08-08-2007,4261.2,3,2,2,Severe Flood
INDOFLOODS-gauge-130-104,11-08-2008,11-08-2008,540.28,11-08-2008,1,1300,11-08-2008,1300,1,1,1,Flood
INDOFLOODS-gauge-130-105,06-08-2010,08-08-2010,543.7,07-08-2010,1,2231,07-08-2010,5976,3,2,2,Severe Flood
INDOFLOODS-gauge-130-106,08-09-2010,09-09-2010,540.67,09-09-2010,1,1309,09-09-2010,2562,2,2,1,Flood
INDOFLOODS-gauge-130-107,19-09-2010,19-09-2010,540.77,19-09-2010,1,1337,19-09-2010,1337,1,1,1,Flood
INDOFLOODS-gauge-130-108,06-08-2012,07-08-2012,540.86,06-08-2012,1,1451.69,06-08-2012,2823.83,2,1,2,Severe Flood
INDOFLOODS-gauge-130-109,05-09-2012,05-09-2012,540.01,05-09-2012,1,1155.78,05-09-2012,1155.78,1,1,1,Flood
INDOFLOODS-gauge-130-110,14-06-2013,16-06-2013,542.01,15-06-2013,1,1688.42,15-06-2013,4064.52,3,2,2,Severe Flood
INDOFLOODS-gauge-130-111,25-06-2013,25-06-2013,539.57,25-06-2013,1,995.66,25-06-2013,995.66,1,1,1,Flood
INDOFLOODS-gauge-130-112,19-07-2017,21-07-2017,542.47,20-07-2017,1,520,20-07-2017,1370,3,2,2,Severe Flood
INDOFLOODS-gauge-130-113,29-08-2017,30-08-2017,540.94,29-08-2017,1,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-130-114,12-06-2019,24-06-2019,541.81,20-06-2019,5,,,,13,9,5,Severe Flood
INDOFLOODS-gauge-130-115,03-08-2019,03-08-2019,540.53,03-08-2019,1,,,,1,1,1,Flood
INDOFLOODS-gauge-130-116,08-08-2019,09-08-2019,541.79,08-08-2019,1,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-130-117,30-10-2019,07-11-2019,542.62,31-10-2019,8,,,,9,2,8,Severe Flood
INDOFLOODS-gauge-130-118,19-11-2019,31-01-2020,542.69,20-12-2019,5,,,,74,32,43,Severe Flood
INDOFLOODS-gauge-130-119,14-02-2020,28-02-2020,542.83,19-02-2020,1,,,,15,6,10,Severe Flood
INDOFLOODS-gauge-130-120,02-04-2020,05-04-2020,542.52,02-04-2020,1,,,,4,1,4,Severe Flood
INDOFLOODS-gauge-130-121,07-04-2020,19-04-2020,542.8,11-04-2020,1,,,,13,5,9,Severe Flood
INDOFLOODS-gauge-130-122,21-04-2020,08-05-2020,544.47,08-05-2020,1,,,,18,18,1,Severe Flood
INDOFLOODS-gauge-130-123,21-05-2020,27-05-2020,543.65,27-05-2020,1,,,,7,7,1,Severe Flood
INDOFLOODS-gauge-162-1,16-07-2018,16-07-2018,29.4,16-07-2018,1,,,,1,1,1,Flood
INDOFLOODS-gauge-162-2,07-07-2019,07-07-2019,30.35,07-07-2019,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-162-3,29-07-2019,29-07-2019,29.3,29-07-2019,1,,,,1,1,1,Flood
INDOFLOODS-gauge-162-4,03-08-2019,04-08-2019,31.2,04-08-2019,1,,,,2,2,1,Severe Flood
INDOFLOODS-gauge-175-1,01-11-2018,29-12-2018,127.15,01-11-2018,2,,,,59,1,59,Flood
INDOFLOODS-gauge-175-2,05-07-2019,05-07-2019,126.6,05-07-2019,1,,,,1,1,1,Flood
INDOFLOODS-gauge-175-3,11-08-2019,20-08-2019,126.4,13-08-2019,8,,,,10,3,8,Flood
INDOFLOODS-gauge-180-1,04-08-2019,04-08-2019,10,04-08-2019,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-19-1,03-08-2019,10-08-2019,15.37,09-08-2019,1,,,,8,7,2,Flood
INDOFLOODS-gauge-196-1,31-08-1973,02-09-1973,39.63,31-08-1973,1,40428.2,31-08-1973,108965.3,3,1,3,Severe Flood
INDOFLOODS-gauge-196-2,07-09-1973,07-09-1973,31.27,07-09-1973,1,23680,07-09-1973,23680,1,1,1,Severe Flood
INDOFLOODS-gauge-196-3,21-08-1974,22-08-1974,32.2,21-08-1974,1,29904.8,21-08-1974,58031.5,2,1,2,Severe Flood
INDOFLOODS-gauge-196-4,13-09-1975,13-09-1975,31.02,13-09-1975,1,30476.9,13-09-1975,30476.9,1,1,1,Flood
INDOFLOODS-gauge-196-5,30-08-1978,30-08-1978,34.21,30-08-1978,1,40745,30-08-1978,40745,1,1,1,Severe Flood
INDOFLOODS-gauge-196-6,11-08-1979,11-08-1979,31.25,11-08-1979,1,27475,11-08-1979,27475,1,1,1,Severe Flood
INDOFLOODS-gauge-196-7,11-08-1984,12-08-1984,33.55,11-08-1984,1,38000,11-08-1984,65921.7,2,1,2,Severe Flood
INDOFLOODS-gauge-196-8,19-08-1984,21-08-1984,35.88,20-08-1984,1,49500,20-08-1984,113450.2,3,2,2,Severe Flood
INDOFLOODS-gauge-196-9,16-08-1986,16-08-1986,31.01,16-08-1986,1,34700,16-08-1986,34700,1,1,1,Flood
INDOFLOODS-gauge-196-10,24-08-1990,24-08-1990,36.1,24-08-1990,1,52000,24-08-1990,52000,1,1,1,Severe Flood
INDOFLOODS-gauge-196-11,01-09-1994,01-09-1994,30.85,01-09-1994,1,23305,01-09-1994,23305,1,1,1,Flood
INDOFLOODS-gauge-196-12,07-09-1994,08-09-1994,39.78,07-09-1994,1,60642,07-09-1994,100010,2,1,2,Severe Flood
INDOFLOODS-gauge-196-13,28-07-1996,28-07-1996,33.1,28-07-1996,1,28200,28-07-1996,28200,1,1,1,Severe Flood
INDOFLOODS-gauge-196-14,27-07-1997,27-07-1997,31.16,27-07-1997,1,21849,27-07-1997,21849,1,1,1,Severe Flood
INDOFLOODS-gauge-196-15,16-09-1998,16-09-1998,33.8,16-09-1998,1,25600,16-09-1998,25600,1,1,1,Severe Flood
INDOFLOODS-gauge-196-16,21-09-1999,23-09-1999,30.97,21-09-1999,1,23400,21-09-1999,68699,3,1,3,Flood
INDOFLOODS-gauge-196-17,07-08-2006,07-08-2006,31.2,07-08-2006,1,22226.45,07-08-2006,22226.45,1,1,1,Severe Flood
INDOFLOODS-gauge-196-18,24-08-2013,26-08-2013,34.56,25-08-2013,1,32056.75,25-08-2013,83670.57,3,2,2,Severe Flood
INDOFLOODS-gauge-208-1,07-07-1987,07-07-1987,101.63,07-07-1987,1,956.2,07-07-1987,956.2,1,1,1,Flood
INDOFLOODS-gauge-208-2,28-07-1991,28-07-1991,101.2,28-07-1991,1,1018,28-07-1991,1018,1,1,1,Flood
INDOFLOODS-gauge-208-3,13-07-1993,13-07-1993,101.48,13-07-1993,1,1393,13-07-1993,1393,1,1,1,Flood
INDOFLOODS-gauge-208-4,16-07-1993,16-07-1993,101.28,16-07-1993,1,859.2,16-07-1993,859.2,1,1,1,Flood
INDOFLOODS-gauge-208-5,13-07-1994,13-07-1994,102.04,13-07-1994,1,1184,13-07-1994,1184,1,1,1,Severe Flood
INDOFLOODS-gauge-208-6,08-07-1998,08-07-1998,101.45,08-07-1998,1,685,08-07-1998,685,1,1,1,Flood
INDOFLOODS-gauge-208-7,17-09-1998,17-09-1998,102.49,17-09-1998,1,902.52,17-09-1998,902.52,1,1,1,Severe Flood
INDOFLOODS-gauge-208-8,14-07-2000,14-07-2000,102.38,14-07-2000,1,997.53,14-07-2000,997.53,1,1,1,Severe Flood
INDOFLOODS-gauge-208-9,03-08-2004,03-08-2004,103.92,03-08-2004,1,3173.18,03-08-2004,3173.18,1,1,1,Severe Flood
INDOFLOODS-gauge-208-10,29-06-2005,01-07-2005,102.05,29-06-2005,1,1439.18,29-06-2005,3785.16,3,1,3,Severe Flood
INDOFLOODS-gauge-208-11,04-07-2005,04-07-2005,101.34,04-07-2005,1,1054.42,04-07-2005,1054.42,1,1,1,Flood
INDOFLOODS-gauge-208-12,29-07-2006,29-07-2006,101.58,29-07-2006,1,1261.88,29-07-2006,1261.88,1,1,1,Flood
INDOFLOODS-gauge-208-13,07-08-2006,10-08-2006,103.59,09-08-2006,1,2728,09-08-2006,8093.17,4,3,2,Severe Flood
INDOFLOODS-gauge-208-14,11-08-2008,12-08-2008,102.1,11-08-2008,1,1303.59,11-08-2008,2333.02,2,1,2,Severe Flood
INDOFLOODS-gauge-208-15,05-09-2009,05-09-2009,101.38,05-09-2009,1,972.54,05-09-2009,972.54,1,1,1,Flood
INDOFLOODS-gauge-208-16,29-07-2014,29-07-2014,101.2,29-07-2014,1,829.38,29-07-2014,829.38,1,1,1,Flood
INDOFLOODS-gauge-208-17,14-07-2017,15-07-2017,102.18,14-07-2017,1,1046.92,14-07-2017,1804.69,2,1,2,Severe Flood
INDOFLOODS-gauge-208-18,28-07-2017,28-07-2017,102.3,28-07-2017,1,1078.09,28-07-2017,1078.09,1,1,1,Severe Flood
INDOFLOODS-gauge-208-19,16-07-2018,17-07-2018,102.7,16-07-2018,1,1026.08,17-07-2018,1799.95,2,1,2,Severe Flood
INDOFLOODS-gauge-208-20,27-07-2019,27-07-2019,101.49,27-07-2019,1,,,,1,1,1,Flood
INDOFLOODS-gauge-208-21,29-07-2019,29-07-2019,101.28,29-07-2019,1,,,,1,1,1,Flood
INDOFLOODS-gauge-208-22,03-08-2019,06-08-2019,103.02,04-08-2019,1,,,,4,2,3,Severe Flood
INDOFLOODS-gauge-243-1,01-11-2018,18-11-2018,126.34,11-11-2018,3,,,,18,11,8,Flood
INDOFLOODS-gauge-243-2,11-08-2019,27-08-2019,126.98,17-08-2019,1,,,,17,7,11,Flood
INDOFLOODS-gauge-243-3,20-09-2019,11-01-2020,127.68,25-10-2019,6,,,,114,36,79,Flood
INDOFLOODS-gauge-29-1,11-09-1972,13-09-1972,310.19,11-09-1972,1,540,11-09-1972,1377.7,3,1,3,Flood
INDOFLOODS-gauge-29-2,18-09-1972,20-09-1972,310.65,19-09-1972,1,908.62,19-09-1972,1969.41,3,2,2,Flood
INDOFLOODS-gauge-29-3,08-10-1972,08-10-1972,310.3,08-10-1972,1,592.4,08-10-1972,592.4,1,1,1,Flood
INDOFLOODS-gauge-29-4,05-06-1973,07-06-1973,310.42,06-06-1973,1,653.7,06-06-1973,1518.7,3,2,2,Flood
INDOFLOODS-gauge-29-5,02-08-1973,06-09-1973,311.81,20-08-1973,1,1949.7,20-08-1973,28941.11,36,19,18,Flood
INDOFLOODS-gauge-29-6,18-09-1973,25-09-1973,310.96,20-09-1973,1,1016,20-09-1973,5137.73,8,3,6,Flood
INDOFLOODS-gauge-29-7,01-10-1973,12-10-1973,310.76,03-10-1973,1,872,03-10-1973,7147.51,12,3,10,Flood
INDOFLOODS-gauge-29-8,18-10-1973,19-10-1973,310.1,19-10-1973,1,385.4,18-10-1973,742.4,2,2,1,Flood
INDOFLOODS-gauge-29-9,23-10-1973,03-11-1973,312.2,25-10-1973,1,2258.5,25-10-1973,11591.23,12,3,10,Severe Flood
INDOFLOODS-gauge-29-10,18-08-1974,24-08-1974,310.8,18-08-1974,1,1424.84,18-08-1974,7924.95,7,1,7,Flood
INDOFLOODS-gauge-29-11,11-09-1974,11-09-1974,310.01,11-09-1974,1,675.17,11-09-1974,675.17,1,1,1,Flood
INDOFLOODS-gauge-29-12,15-09-1974,16-09-1974,312.56,15-09-1974,1,4232.2,15-09-1974,5144.3,2,1,2,Severe Flood
INDOFLOODS-gauge-29-13,18-09-1974,21-09-1974,311.71,19-09-1974,1,2717.91,19-09-1974,5917.2,4,2,3,Flood
